series,issue_number,display_name,run_id,run_status,missing_reason,metadata_arc,story_title,part_label,metadata_status,metadata_source,owned_original_issue_count,owned_facsimile_count,ordered_not_arrived_count,readable_copy_count,collection_coverage,still_want_original,wanted_reason,search_query,notes
Batman Chronicles,6,Batman Chronicles #6,batman_chronicles_1_23,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Chronicles #6,
Batman Chronicles,7,Batman Chronicles #7,batman_chronicles_1_23,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Chronicles #7,
Batman Chronicles,8,Batman Chronicles #8,batman_chronicles_1_23,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Chronicles #8,
Batman Chronicles,9,Batman Chronicles #9,batman_chronicles_1_23,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Chronicles #9,
Batman Chronicles,10,Batman Chronicles #10,batman_chronicles_1_23,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Chronicles #10,
Batman Chronicles,11,Batman Chronicles #11,batman_chronicles_1_23,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Chronicles #11,
Batman Chronicles,12,Batman Chronicles #12,batman_chronicles_1_23,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Chronicles #12,
Batman Chronicles,13,Batman Chronicles #13,batman_chronicles_1_23,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Chronicles #13,
Batman Chronicles,14,Batman Chronicles #14,batman_chronicles_1_23,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Chronicles #14,
Batman Chronicles,15,Batman Chronicles #15,batman_chronicles_1_23,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Chronicles #15,
Batman Chronicles,16,Batman Chronicles #16,batman_chronicles_1_23,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Chronicles #16,
Batman Chronicles,17,Batman Chronicles #17,batman_chronicles_1_23,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Chronicles #17,
Batman Chronicles,18,Batman Chronicles #18,batman_chronicles_1_23,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Chronicles #18,
Batman Chronicles,19,Batman Chronicles #19,batman_chronicles_1_23,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Chronicles #19,
Batman Chronicles,20,Batman Chronicles #20,batman_chronicles_1_23,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Chronicles #20,
Batman Chronicles,21,Batman Chronicles #21,batman_chronicles_1_23,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Chronicles #21,
Batman Chronicles,22,Batman Chronicles #22,batman_chronicles_1_23,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Chronicles #22,
Batman Chronicles,23,Batman Chronicles #23,batman_chronicles_1_23,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Chronicles #23,
Batman Family,1,Batman Family #1,batman_family_1_20,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Family #1,
Batman Family,2,Batman Family #2,batman_family_1_20,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Family #2,
Batman Family,3,Batman Family #3,batman_family_1_20,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Family #3,
Batman Family,4,Batman Family #4,batman_family_1_20,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Family #4,
Batman Family,5,Batman Family #5,batman_family_1_20,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Family #5,
Batman Family,6,Batman Family #6,batman_family_1_20,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Family #6,
Batman Family,7,Batman Family #7,batman_family_1_20,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Family #7,
Batman Family,8,Batman Family #8,batman_family_1_20,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Family #8,
Batman Family,9,Batman Family #9,batman_family_1_20,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Family #9,
Batman Family,10,Batman Family #10,batman_family_1_20,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Family #10,
Batman Family,11,Batman Family #11,batman_family_1_20,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Family #11,
Batman Family,12,Batman Family #12,batman_family_1_20,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Family #12,
Batman Family,13,Batman Family #13,batman_family_1_20,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Family #13,
Batman Family,14,Batman Family #14,batman_family_1_20,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Family #14,
Batman Family,15,Batman Family #15,batman_family_1_20,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Family #15,
Batman Family,16,Batman Family #16,batman_family_1_20,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Family #16,
Batman Family,17,Batman Family #17,batman_family_1_20,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Family #17,
Batman Family,18,Batman Family #18,batman_family_1_20,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Family #18,
Batman Family,19,Batman Family #19,batman_family_1_20,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Family #19,
Batman Family,20,Batman Family #20,batman_family_1_20,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman Family #20,
Batman: Legends of the Dark Knight,21,Batman: Legends of the Dark Knight #21,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #21,
Batman: Legends of the Dark Knight,28,Batman: Legends of the Dark Knight #28,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #28,
Batman: Legends of the Dark Knight,29,Batman: Legends of the Dark Knight #29,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #29,
Batman: Legends of the Dark Knight,30,Batman: Legends of the Dark Knight #30,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #30,
Batman: Legends of the Dark Knight,31,Batman: Legends of the Dark Knight #31,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #31,
Batman: Legends of the Dark Knight,32,Batman: Legends of the Dark Knight #32,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #32,
Batman: Legends of the Dark Knight,33,Batman: Legends of the Dark Knight #33,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #33,
Batman: Legends of the Dark Knight,34,Batman: Legends of the Dark Knight #34,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #34,
Batman: Legends of the Dark Knight,35,Batman: Legends of the Dark Knight #35,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #35,
Batman: Legends of the Dark Knight,36,Batman: Legends of the Dark Knight #36,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #36,
Batman: Legends of the Dark Knight,39,Batman: Legends of the Dark Knight #39,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #39,
Batman: Legends of the Dark Knight,40,Batman: Legends of the Dark Knight #40,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #40,
Batman: Legends of the Dark Knight,41,Batman: Legends of the Dark Knight #41,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #41,
Batman: Legends of the Dark Knight,42,Batman: Legends of the Dark Knight #42,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #42,
Batman: Legends of the Dark Knight,43,Batman: Legends of the Dark Knight #43,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #43,
Batman: Legends of the Dark Knight,44,Batman: Legends of the Dark Knight #44,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #44,
Batman: Legends of the Dark Knight,45,Batman: Legends of the Dark Knight #45,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #45,
Batman: Legends of the Dark Knight,46,Batman: Legends of the Dark Knight #46,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #46,
Batman: Legends of the Dark Knight,47,Batman: Legends of the Dark Knight #47,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #47,
Batman: Legends of the Dark Knight,48,Batman: Legends of the Dark Knight #48,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #48,
Batman: Legends of the Dark Knight,49,Batman: Legends of the Dark Knight #49,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #49,
Batman: Legends of the Dark Knight,50,Batman: Legends of the Dark Knight #50,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #50,
Batman: Legends of the Dark Knight,51,Batman: Legends of the Dark Knight #51,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #51,
Batman: Legends of the Dark Knight,52,Batman: Legends of the Dark Knight #52,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #52,
Batman: Legends of the Dark Knight,53,Batman: Legends of the Dark Knight #53,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #53,
Batman: Legends of the Dark Knight,54,Batman: Legends of the Dark Knight #54,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #54,
Batman: Legends of the Dark Knight,55,Batman: Legends of the Dark Knight #55,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #55,
Batman: Legends of the Dark Knight,56,Batman: Legends of the Dark Knight #56,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #56,
Batman: Legends of the Dark Knight,68,Batman: Legends of the Dark Knight #68,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #68,
Batman: Legends of the Dark Knight,69,Batman: Legends of the Dark Knight #69,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #69,
Batman: Legends of the Dark Knight,70,Batman: Legends of the Dark Knight #70,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #70,
Batman: Legends of the Dark Knight,71,Batman: Legends of the Dark Knight #71,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #71,
Batman: Legends of the Dark Knight,72,Batman: Legends of the Dark Knight #72,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #72,
Batman: Legends of the Dark Knight,73,Batman: Legends of the Dark Knight #73,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #73,
Batman: Legends of the Dark Knight,74,Batman: Legends of the Dark Knight #74,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #74,
Batman: Legends of the Dark Knight,75,Batman: Legends of the Dark Knight #75,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #75,
Batman: Legends of the Dark Knight,76,Batman: Legends of the Dark Knight #76,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #76,
Batman: Legends of the Dark Knight,77,Batman: Legends of the Dark Knight #77,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #77,
Batman: Legends of the Dark Knight,78,Batman: Legends of the Dark Knight #78,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #78,
Batman: Legends of the Dark Knight,80,Batman: Legends of the Dark Knight #80,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #80,
Batman: Legends of the Dark Knight,81,Batman: Legends of the Dark Knight #81,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #81,
Batman: Legends of the Dark Knight,82,Batman: Legends of the Dark Knight #82,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #82,
Batman: Legends of the Dark Knight,83,Batman: Legends of the Dark Knight #83,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #83,
Batman: Legends of the Dark Knight,84,Batman: Legends of the Dark Knight #84,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #84,
Batman: Legends of the Dark Knight,85,Batman: Legends of the Dark Knight #85,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #85,
Batman: Legends of the Dark Knight,86,Batman: Legends of the Dark Knight #86,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #86,
Batman: Legends of the Dark Knight,87,Batman: Legends of the Dark Knight #87,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #87,
Batman: Legends of the Dark Knight,88,Batman: Legends of the Dark Knight #88,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #88,
Batman: Legends of the Dark Knight,89,Batman: Legends of the Dark Knight #89,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #89,
Batman: Legends of the Dark Knight,90,Batman: Legends of the Dark Knight #90,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #90,
Batman: Legends of the Dark Knight,91,Batman: Legends of the Dark Knight #91,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #91,
Batman: Legends of the Dark Knight,92,Batman: Legends of the Dark Knight #92,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #92,
Batman: Legends of the Dark Knight,93,Batman: Legends of the Dark Knight #93,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #93,
Batman: Legends of the Dark Knight,94,Batman: Legends of the Dark Knight #94,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #94,
Batman: Legends of the Dark Knight,95,Batman: Legends of the Dark Knight #95,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #95,
Batman: Legends of the Dark Knight,96,Batman: Legends of the Dark Knight #96,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #96,
Batman: Legends of the Dark Knight,97,Batman: Legends of the Dark Knight #97,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #97,
Batman: Legends of the Dark Knight,98,Batman: Legends of the Dark Knight #98,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #98,
Batman: Legends of the Dark Knight,99,Batman: Legends of the Dark Knight #99,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #99,
Batman: Legends of the Dark Knight,100,Batman: Legends of the Dark Knight #100,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #100,
Batman: Legends of the Dark Knight,101,Batman: Legends of the Dark Knight #101,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #101,
Batman: Legends of the Dark Knight,102,Batman: Legends of the Dark Knight #102,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #102,
Batman: Legends of the Dark Knight,103,Batman: Legends of the Dark Knight #103,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #103,
Batman: Legends of the Dark Knight,104,Batman: Legends of the Dark Knight #104,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #104,
Batman: Legends of the Dark Knight,105,Batman: Legends of the Dark Knight #105,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #105,
Batman: Legends of the Dark Knight,106,Batman: Legends of the Dark Knight #106,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #106,
Batman: Legends of the Dark Knight,107,Batman: Legends of the Dark Knight #107,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #107,
Batman: Legends of the Dark Knight,108,Batman: Legends of the Dark Knight #108,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #108,
Batman: Legends of the Dark Knight,109,Batman: Legends of the Dark Knight #109,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #109,
Batman: Legends of the Dark Knight,110,Batman: Legends of the Dark Knight #110,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #110,
Batman: Legends of the Dark Knight,111,Batman: Legends of the Dark Knight #111,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #111,
Batman: Legends of the Dark Knight,112,Batman: Legends of the Dark Knight #112,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #112,
Batman: Legends of the Dark Knight,113,Batman: Legends of the Dark Knight #113,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #113,
Batman: Legends of the Dark Knight,114,Batman: Legends of the Dark Knight #114,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #114,
Batman: Legends of the Dark Knight,115,Batman: Legends of the Dark Knight #115,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #115,
Batman: Legends of the Dark Knight,116,Batman: Legends of the Dark Knight #116,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #116,
Batman: Legends of the Dark Knight,117,Batman: Legends of the Dark Knight #117,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #117,
Batman: Legends of the Dark Knight,118,Batman: Legends of the Dark Knight #118,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #118,
Batman: Legends of the Dark Knight,119,Batman: Legends of the Dark Knight #119,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #119,
Batman: Legends of the Dark Knight,120,Batman: Legends of the Dark Knight #120,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #120,
Batman: Legends of the Dark Knight,121,Batman: Legends of the Dark Knight #121,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #121,
Batman: Legends of the Dark Knight,122,Batman: Legends of the Dark Knight #122,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #122,
Batman: Legends of the Dark Knight,123,Batman: Legends of the Dark Knight #123,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #123,
Batman: Legends of the Dark Knight,124,Batman: Legends of the Dark Knight #124,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #124,
Batman: Legends of the Dark Knight,125,Batman: Legends of the Dark Knight #125,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #125,
Batman: Legends of the Dark Knight,126,Batman: Legends of the Dark Knight #126,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #126,
Batman: Legends of the Dark Knight,127,Batman: Legends of the Dark Knight #127,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #127,
Batman: Legends of the Dark Knight,128,Batman: Legends of the Dark Knight #128,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #128,
Batman: Legends of the Dark Knight,129,Batman: Legends of the Dark Knight #129,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #129,
Batman: Legends of the Dark Knight,130,Batman: Legends of the Dark Knight #130,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #130,
Batman: Legends of the Dark Knight,131,Batman: Legends of the Dark Knight #131,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #131,
Batman: Legends of the Dark Knight,132,Batman: Legends of the Dark Knight #132,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #132,
Batman: Legends of the Dark Knight,133,Batman: Legends of the Dark Knight #133,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #133,
Batman: Legends of the Dark Knight,134,Batman: Legends of the Dark Knight #134,legends_dark_knight_1_214,absent_from_sheet,absent_from_sheet,,,,,,0,0,0,0,,Yes,absent_from_sheet,Batman: Legends of the Dark Knight #134,
