report_id,display_name,item_type,series,issue_number,publication_id,display_title,owned,ordered,ownership_status,run_status,story_or_arc,shopping_status,shopping_priority,source,notes
legends_of_the_dark_knight_with_annuals,Batman: Legends of the Dark Knight including Annuals,numbered_issue,Batman: Legends of the Dark Knight,71,,Batman: Legends of the Dark Knight #71,No,No,MISSING,absent_from_sheet,,BUY,,series_run_issues.csv,
legends_of_the_dark_knight_with_annuals,Batman: Legends of the Dark Knight including Annuals,numbered_issue,Batman: Legends of the Dark Knight,72,,Batman: Legends of the Dark Knight #72,No,No,MISSING,absent_from_sheet,,BUY,,series_run_issues.csv,
legends_of_the_dark_knight_with_annuals,Batman: Legends of the Dark Knight including Annuals,numbered_issue,Batman: Legends of the Dark Knight,73,,Batman: Legends of the Dark Knight #73,No,No,MISSING,absent_from_sheet,,BUY,,series_run_issues.csv,
legends_of_the_dark_knight_with_annuals,Batman: Legends of the Dark Knight including Annuals,numbered_issue,Batman: Legends of the Dark Knight,74,,Batman: Legends of the Dark Knight #74,No,No,MISSING,absent_from_sheet,,BUY,,series_run_issues.csv,
legends_of_the_dark_knight_with_annuals,Batman: Legends of the Dark Knight including Annuals,numbered_issue,Batman: Legends of the Dark Knight,75,,Batman: Legends of the Dark Knight #75,No,No,MISSING,absent_from_sheet,,BUY,,series_run_issues.csv,
legends_of_the_dark_knight_with_annuals,Batman: Legends of the Dark Knight including Annuals,numbered_issue,Batman: Legends of the Dark Knight,76,,Batman: Legends of the Dark Knight #76,No,No,MISSING,absent_from_sheet,,BUY,,series_run_issues.csv,
legends_of_the_dark_knight_with_annuals,Batman: Legends of the Dark Knight including Annuals,numbered_issue,Batman: Legends of the Dark Knight,77,,Batman: Legends of the Dark Knight #77,No,No,MISSING,absent_from_sheet,,BUY,,series_run_issues.csv,
legends_of_the_dark_knight_with_annuals,Batman: Legends of the Dark Knight including Annuals,numbered_issue,Batman: Legends of the Dark Knight,78,,Batman: Legends of the Dark Knight #78,No,No,MISSING,absent_from_sheet,,BUY,,series_run_issues.csv,
legends_of_the_dark_knight_with_annuals,Batman: Legends of the Dark Knight including Annuals,numbered_issue,Batman: Legends of the Dark Knight,80,,Batman: Legends of the Dark Knight #80,No,No,MISSING,absent_from_sheet,,BUY,,series_run_issues.csv,
legends_of_the_dark_knight_with_annuals,Batman: Legends of the Dark Knight including Annuals,numbered_issue,Batman: Legends of the Dark Knight,81,,Batman: Legends of the Dark Knight #81,No,No,MISSING,absent_from_sheet,,BUY,,series_run_issues.csv,
legends_of_the_dark_knight_with_annuals,Batman: Legends of the Dark Knight including Annuals,numbered_issue,Batman: Legends of the Dark Knight,82,,Batman: Legends of the Dark Knight #82,No,No,MISSING,absent_from_sheet,,BUY,,series_run_issues.csv,
legends_of_the_dark_knight_with_annuals,Batman: Legends of the Dark Knight including Annuals,numbered_issue,Batman: Legends of the Dark Knight,83,,Batman: Legends of the Dark Knight #83,No,No,MISSING,absent_from_sheet,,BUY,,series_run_issues.csv,
legends_of_the_dark_knight_with_annuals,Batman: Legends of the Dark Knight including Annuals,numbered_issue,Batman: Legends of the Dark Knight,84,,Batman: Legends of the Dark Knight #84,No,No,MISSING,absent_from_sheet,,BUY,,series_run_issues.csv,
legends_of_the_dark_knight_with_annuals,Batman: Legends of the Dark Knight including Annuals,numbered_issue,Batman: Legends of the Dark Knight,85,,Batman: Legends of the Dark Knight #85,No,No,MISSING,absent_from_sheet,,BUY,,series_run_issues.csv,
legends_of_the_dark_knight_with_annuals,Batman: Legends of the Dark Knight including Annuals,numbered_issue,Batman: Legends of the Dark Knight,86,,Batman: Legends of the Dark Knight #86,No,No,MISSING,absent_from_sheet,,BUY,,series_run_issues.csv,
legends_of_the_dark_knight_with_annuals,Batman: Legends of the Dark Knight including Annuals,numbered_issue,Batman: Legends of the Dark Knight,87,,Batman: Legends of the Dark Knight #87,No,No,MISSING,absent_from_sheet,,BUY,,series_run_issues.csv,
legends_of_the_dark_knight_with_annuals,Batman: Legends of the Dark Knight including Annuals,numbered_issue,Batman: Legends of the Dark Knight,88,,Batman: Legends of the Dark Knight #88,No,No,MISSING,absent_from_sheet,,BUY,,series_run_issues.csv,
legends_of_the_dark_knight_with_annuals,Batman: Legends of the Dark Knight including Annuals,numbered_issue,Batman: Legends of the Dark Knight,89,,Batman: Legends of the Dark Knight #89,No,No,MISSING,absent_from_sheet,,BUY,,series_run_issues.csv,
legends_of_the_dark_knight_with_annuals,Batman: Legends of the Dark Knight including Annuals,numbered_issue,Batman: Legends of the Dark Knight,90,,Batman: Legends of the Dark Knight #90,No,No,MISSING,absent_from_sheet,,BUY,,series_run_issues.csv,
legends_of_the_dark_knight_with_annuals,Batman: Legends of the Dark Knight including Annuals,numbered_issue,Batman: Legends of the Dark Knight,91,,Batman: Legends of the Dark Knight #91,No,No,MISSING,absent_from_sheet,,BUY,,series_run_issues.csv,
