view_id,view_name,publication_id,display_title,series,issue_number,story_or_arc,scope,ownership_status,cover_status,has_source_url,image_source_url,local_image_path,research_priority,notes
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-113,Batman: Legends of the Dark Knight #113,Batman: Legends of the Dark Knight,113,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-114,Batman: Legends of the Dark Knight #114,Batman: Legends of the Dark Knight,114,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-115,Batman: Legends of the Dark Knight #115,Batman: Legends of the Dark Knight,115,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-116,Batman: Legends of the Dark Knight #116,Batman: Legends of the Dark Knight,116,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-117,Batman: Legends of the Dark Knight #117,Batman: Legends of the Dark Knight,117,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-118,Batman: Legends of the Dark Knight #118,Batman: Legends of the Dark Knight,118,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-119,Batman: Legends of the Dark Knight #119,Batman: Legends of the Dark Knight,119,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-120,Batman: Legends of the Dark Knight #120,Batman: Legends of the Dark Knight,120,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-121,Batman: Legends of the Dark Knight #121,Batman: Legends of the Dark Knight,121,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-122,Batman: Legends of the Dark Knight #122,Batman: Legends of the Dark Knight,122,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-123,Batman: Legends of the Dark Knight #123,Batman: Legends of the Dark Knight,123,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-124,Batman: Legends of the Dark Knight #124,Batman: Legends of the Dark Knight,124,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-125,Batman: Legends of the Dark Knight #125,Batman: Legends of the Dark Knight,125,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-126,Batman: Legends of the Dark Knight #126,Batman: Legends of the Dark Knight,126,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-127,Batman: Legends of the Dark Knight #127,Batman: Legends of the Dark Knight,127,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-128,Batman: Legends of the Dark Knight #128,Batman: Legends of the Dark Knight,128,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-129,Batman: Legends of the Dark Knight #129,Batman: Legends of the Dark Knight,129,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-130,Batman: Legends of the Dark Knight #130,Batman: Legends of the Dark Knight,130,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
legends_of_the_dark_knight,Batman: Legends of the Dark Knight,VIEW-batman-legends-of-the-dark-knight-131,Batman: Legends of the Dark Knight #131,Batman: Legends of the Dark Knight,131,Unmapped story,legends_dark_knight_1_214,Missing,not_in_manifest,No,,,4 missing_source,
