scope_item_id,scope_name,title,issue_number,publication_id,ownership_status,shopping_status,shopping_priority,gap_priority,gap_reason,nearest_owned_before,nearest_owned_after,source,confidence
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,74,PUB-BRAVE-BOLD-0074,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,75,PUB-BRAVE-BOLD-0075,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,76,PUB-BRAVE-BOLD-0076,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,77,PUB-BRAVE-BOLD-0077,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,78,PUB-BRAVE-BOLD-0078,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,79,PUB-BRAVE-BOLD-0079,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,80,PUB-BRAVE-BOLD-0080,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,81,PUB-BRAVE-BOLD-0081,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,82,PUB-BRAVE-BOLD-0082,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,83,PUB-BRAVE-BOLD-0083,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,84,PUB-BRAVE-BOLD-0084,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,85,PUB-BRAVE-BOLD-0085,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,86,PUB-BRAVE-BOLD-0086,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,87,PUB-BRAVE-BOLD-0087,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,88,PUB-BRAVE-BOLD-0088,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,89,PUB-BRAVE-BOLD-0089,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,90,PUB-BRAVE-BOLD-0090,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,91,PUB-BRAVE-BOLD-0091,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,92,PUB-BRAVE-BOLD-0092,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,93,PUB-BRAVE-BOLD-0093,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,94,PUB-BRAVE-BOLD-0094,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,95,PUB-BRAVE-BOLD-0095,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,96,PUB-BRAVE-BOLD-0096,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,97,PUB-BRAVE-BOLD-0097,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,98,PUB-BRAVE-BOLD-0098,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,99,PUB-BRAVE-BOLD-0099,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,100,PUB-BRAVE-BOLD-0100,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,101,PUB-BRAVE-BOLD-0101,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,102,PUB-BRAVE-BOLD-0102,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,103,PUB-BRAVE-BOLD-0103,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,104,PUB-BRAVE-BOLD-0104,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,105,PUB-BRAVE-BOLD-0105,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,106,PUB-BRAVE-BOLD-0106,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,107,PUB-BRAVE-BOLD-0107,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,108,PUB-BRAVE-BOLD-0108,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,109,PUB-BRAVE-BOLD-0109,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,110,PUB-BRAVE-BOLD-0110,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,111,PUB-BRAVE-BOLD-0111,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,112,PUB-BRAVE-BOLD-0112,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,113,PUB-BRAVE-BOLD-0113,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,114,PUB-BRAVE-BOLD-0114,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,115,PUB-BRAVE-BOLD-0115,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,116,PUB-BRAVE-BOLD-0116,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,117,PUB-BRAVE-BOLD-0117,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,118,PUB-BRAVE-BOLD-0118,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,119,PUB-BRAVE-BOLD-0119,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,120,PUB-BRAVE-BOLD-0120,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,121,PUB-BRAVE-BOLD-0121,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,122,PUB-BRAVE-BOLD-0122,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,123,PUB-BRAVE-BOLD-0123,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,124,PUB-BRAVE-BOLD-0124,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,125,PUB-BRAVE-BOLD-0125,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,126,PUB-BRAVE-BOLD-0126,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,127,PUB-BRAVE-BOLD-0127,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,128,PUB-BRAVE-BOLD-0128,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,129,PUB-BRAVE-BOLD-0129,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,130,PUB-BRAVE-BOLD-0130,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,131,PUB-BRAVE-BOLD-0131,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,132,PUB-BRAVE-BOLD-0132,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,133,PUB-BRAVE-BOLD-0133,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,134,PUB-BRAVE-BOLD-0134,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,135,PUB-BRAVE-BOLD-0135,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,136,PUB-BRAVE-BOLD-0136,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,137,PUB-BRAVE-BOLD-0137,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,138,PUB-BRAVE-BOLD-0138,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,139,PUB-BRAVE-BOLD-0139,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,140,PUB-BRAVE-BOLD-0140,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,141,PUB-BRAVE-BOLD-0141,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,142,PUB-BRAVE-BOLD-0142,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,143,PUB-BRAVE-BOLD-0143,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,144,PUB-BRAVE-BOLD-0144,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,145,PUB-BRAVE-BOLD-0145,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,146,PUB-BRAVE-BOLD-0146,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,147,PUB-BRAVE-BOLD-0147,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,148,PUB-BRAVE-BOLD-0148,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,149,PUB-BRAVE-BOLD-0149,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,150,PUB-BRAVE-BOLD-0150,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,151,PUB-BRAVE-BOLD-0151,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,152,PUB-BRAVE-BOLD-0152,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,153,PUB-BRAVE-BOLD-0153,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,154,PUB-BRAVE-BOLD-0154,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,155,PUB-BRAVE-BOLD-0155,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,156,PUB-BRAVE-BOLD-0156,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,157,PUB-BRAVE-BOLD-0157,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,158,PUB-BRAVE-BOLD-0158,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,159,PUB-BRAVE-BOLD-0159,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,160,PUB-BRAVE-BOLD-0160,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,161,PUB-BRAVE-BOLD-0161,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,162,PUB-BRAVE-BOLD-0162,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,163,PUB-BRAVE-BOLD-0163,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,164,PUB-BRAVE-BOLD-0164,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,165,PUB-BRAVE-BOLD-0165,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,166,PUB-BRAVE-BOLD-0166,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,167,PUB-BRAVE-BOLD-0167,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,168,PUB-BRAVE-BOLD-0168,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,169,PUB-BRAVE-BOLD-0169,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,170,PUB-BRAVE-BOLD-0170,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,171,PUB-BRAVE-BOLD-0171,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,172,PUB-BRAVE-BOLD-0172,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,173,PUB-BRAVE-BOLD-0173,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,174,PUB-BRAVE-BOLD-0174,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,175,PUB-BRAVE-BOLD-0175,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,176,PUB-BRAVE-BOLD-0176,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,177,PUB-BRAVE-BOLD-0177,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,178,PUB-BRAVE-BOLD-0178,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,179,PUB-BRAVE-BOLD-0179,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,180,PUB-BRAVE-BOLD-0180,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,181,PUB-BRAVE-BOLD-0181,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,182,PUB-BRAVE-BOLD-0182,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,183,PUB-BRAVE-BOLD-0183,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,184,PUB-BRAVE-BOLD-0184,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,185,PUB-BRAVE-BOLD-0185,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,186,PUB-BRAVE-BOLD-0186,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
brave_and_bold_batman_bronze,Bronze-era Batman team-up run,The Brave and the Bold,187,PUB-BRAVE-BOLD-0187,MISSING,,,LOW,Optional/opportunistic Bronze publication.,,,https://en.wikipedia.org/wiki/The_Brave_and_the_Bold,verified
